date,variable,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
2020-06-19,R,NA,estimate,0.9899638474402387,0.9909353645038833,0.04338007540314733,0.9229077427035678,0.9603493296033325,0.9783599769379461,1.0004753793740855,1.0192482401865401,1.0638942090300216
2020-06-20,R,NA,estimate,0.9941214919341563,0.9952578626697761,0.04399242811479366,0.9256901523205149,0.9639227857416269,0.9814311837887847,1.0048882193741728,1.024183937263832,1.0717224285740967
2020-06-21,R,NA,estimate,0.9937539632104999,0.9952841900885424,0.04343348383974988,0.9268371202794669,0.9639488054976367,0.9819720173231505,1.004555876543712,1.023525369568797,1.0691032562021716
2020-06-22,R,NA,estimate,0.98894078381309,0.9911448078951762,0.04179482797616956,0.9262652630495294,0.9612852375582197,0.9793755821339084,0.9992806859814434,1.0180657032629234,1.0622659854529832
2020-06-23,R,NA,estimate,0.9810559231924163,0.9832326033588894,0.039375075665127136,0.9203446646736038,0.9558611406500048,0.9718536466443617,0.9910723461612483,1.007904995224333,1.0516631864287616
2020-06-24,R,NA,estimate,0.9696115144507247,0.9721709195762978,0.0366701224895429,0.9142526829989481,0.9476524818713233,0.96129944090123,0.9788170910069307,0.9959556008854186,1.035344078522633
2020-06-25,R,NA,estimate,0.9573633251053626,0.9587647153230057,0.034309339765017634,0.9052888220650777,0.93645733039246,0.9494983211966448,0.9644384485570845,0.980852828602866,1.0172835897663515
2020-06-26,R,NA,estimate,0.9426274014974276,0.9439418050549326,0.03289840307378784,0.8912765181893887,0.9224498057575685,0.9354384452577371,0.9510735728749233,0.9650720173398626,0.9987674755863256
2020-06-27,R,NA,estimate,0.9289549449161163,0.9286918416289148,0.03278218262778376,0.8734244047135917,0.9083176140888548,0.9207675179633303,0.9364030914201972,0.9504521266074064,0.9808735679574008
2020-06-28,R,NA,estimate,0.9149119804363381,0.9140095961162141,0.03388623367008872,0.8558583610721855,0.8921546757178229,0.9070988471252244,0.9231026699904841,0.9371672876315045,0.9665307358698185
2020-06-29,R,NA,estimate,0.9023748789206169,0.9008468209135108,0.03580256850268678,0.8389027922000182,0.8774575934371072,0.8924033273093283,0.9116736444889904,0.9261016399447453,0.9576103024221707
2020-06-30,R,NA,estimate,0.8907277314572871,0.8900745367980332,0.03802179261170904,0.8260296028445302,0.8639221090241651,0.8810712926674712,0.9015035731527619,0.9160171101174495,0.9515224038387324
2020-07-01,R,NA,estimate,0.8832574535294165,0.8824556565878832,0.04010052953755009,0.8151411310312795,0.855048732594887,0.871725491770866,0.8930265249452949,0.9097858261809688,0.9473855782604876
